n_cells,seed,dist,metric,method
20,13,0.0,rootsplit_distance,dlca_nj
20,13,0.16666666666666666,transfer_distance,dlca_nj
20,13,0.3888888888888889,rf_distance,srnj1
20,13,0.1598997493734336,quartet_distance,srnj1
20,13,0.24736842105263157,triplet_distance,srnj1
20,13,0.2,rootsplit_distance,srnj1
20,13,0.3888888888888889,transfer_distance,srnj1
20,13,0.2777777777777778,rf_distance,srnj
20,13,0.12230576441102757,quartet_distance,srnj
20,13,0.29849624060150376,triplet_distance,srnj
20,13,0.2,rootsplit_distance,srnj
20,13,0.2777777777777778,transfer_distance,srnj
20,13,0.2222222222222222,rf_distance,srnj_maxlca
20,13,0.10927318295739348,quartet_distance,srnj_maxlca
20,13,0.29473684210526313,triplet_distance,srnj_maxlca
20,13,0.2,rootsplit_distance,srnj_maxlca
20,13,0.2222222222222222,transfer_distance,srnj_maxlca
20,13,0.16666666666666666,rf_distance,snj
20,13,0.028070175438596492,quartet_distance,snj
20,13,0.008270676691729323,triplet_distance,snj
20,13,0.0,rootsplit_distance,snj
20,13,0.16666666666666666,transfer_distance,snj
20,13,0.16666666666666666,rf_distance,fastme
20,13,0.034085213032581455,quartet_distance,fastme
20,13,0.11578947368421053,triplet_distance,fastme
20,13,0.0,rootsplit_distance,fastme
20,13,0.1111111111111111,transfer_distance,fastme
20,13,0.2222222222222222,rf_distance,anj
20,13,0.03976608187134503,quartet_distance,anj
20,13,0.11729323308270677,triplet_distance,anj
20,13,0.0,rootsplit_distance,anj
20,13,0.16666666666666666,transfer_distance,anj
20,14,0.1111111111111111,rf_distance,nj
20,14,0.049791144527986636,quartet_distance,nj
20,14,0.030827067669172932,triplet_distance,nj
20,14,0.0,rootsplit_distance,nj
20,14,0.1111111111111111,transfer_distance,nj
20,14,0.16666666666666666,rf_distance,dlca_nj
20,14,0.06482873851294904,quartet_distance,dlca_nj
20,14,0.035338345864661655,triplet_distance,dlca_nj
20,14,0.0,rootsplit_distance,dlca_nj
20,14,0.16666666666666666,transfer_distance,dlca_nj
20,14,0.2222222222222222,rf_distance,srnj1
20,14,0.07050960735171262,quartet_distance,srnj1
20,14,0.03684210526315789,triplet_distance,srnj1
20,14,0.0,rootsplit_distance,srnj1
20,14,0.2222222222222222,transfer_distance,srnj1
20,14,0.2777777777777778,rf_distance,srnj
20,14,0.07351712614870509,quartet_distance,srnj
20,14,0.03759398496240601,triplet_distance,srnj
20,14,0.0,rootsplit_distance,srnj
20,14,0.2777777777777778,transfer_distance,srnj
20,14,0.16666666666666666,rf_distance,srnj_maxlca
20,14,0.023725981620718463,quartet_distance,srnj_maxlca
20,14,0.006766917293233083,triplet_distance,srnj_maxlca
20,14,0.0,rootsplit_distance,srnj_maxlca
